,height,weight
0,200.9379823514896,109.4419547788565
1,153.97543369576562,66.15502626704439
2,165.98692266435796,55.11551809396037
3,181.82763842037144,103.16101825319775
4,191.62274017966539,75.82540669527428
5,175.5000176079502,53.39439523174975
6,167.60775165361886,68.05715374979927
7,166.07382208887213,69.74908002094585
8,180.84809643353807,100.85535259556694
9,176.35480186020118,98.03260550695703
10,166.59541976521302,13.600756125288541
11,167.6264046627918,72.40664037175134
12,182.54128603096592,102.73205325779105
13,172.92246653798244,93.8754954888502
14,151.8865930963551,40.26475280242524
15,170.0145573754549,41.271090644737114
16,171.5976354915204,68.59405236450723
17,194.30770152471248,59.69569734515339
18,184.1376821458169,117.07849021545815
19,161.5922493635158,16.1566405134998
20,176.53373351659152,83.9689938678648
21,177.91518143709715,77.28224101212567
22,176.9045003081721,58.77083984663794
23,194.12588993104907,33.66453847512283
24,171.49441149334922,83.63595932251866
25,169.6774470900595,61.46394114388535
26,155.0255767585811,63.597468682930796
27,173.15581257891105,55.85772467590319
28,170.46027434201034,73.73870473017426
29,183.95342673992914,42.70689272865718
30,192.74447599256652,75.62313138961332
31,177.36876263428545,62.44628787163751
32,195.80989503130698,94.3677059163542
33,205.92222373440822,156.03013152369294
34,187.27166634967125,79.17631457045948
35,161.61297066854343,31.31912156169571
36,191.6510278581068,95.32019696856959
37,158.2189450466643,55.94628816840394
38,169.37540555020007,39.984031453731845
39,157.08320748621924,48.22688858810795
40,160.41600634566373,42.15700384848308
41,182.27796855731185,40.68968603523248
42,186.46938701552645,102.22589107358026
43,161.12083591521665,72.27239227213416
44,182.8476432607747,85.22452155390596
45,183.87522280231488,69.9447334506529
46,178.92847629851659,63.387413359402515
47,136.6439689606609,32.60490623231529
48,194.41650076243238,116.4681499468134
49,168.98459635007129,74.19934869579573
50,178.22834731198046,89.19300281799457
51,184.61574469766188,88.42232027393901
52,173.21612365097317,130.7255670335755
53,151.22744583516456,82.4602822679637
54,167.28154893302715,50.731191021790416
55,165.97875009437865,64.50457200910519
56,172.0786335324609,51.85985699357886
57,187.64858331292888,64.44368419216897
58,188.37633314810236,82.79203603025617
59,167.02051316710975,80.39925823363573
60,157.06119686795745,70.45018003789697
61,172.99985220859563,43.492280346905254
62,174.55746608184083,74.27763887337787
63,174.2665442453169,108.29902072334895
64,148.3839211608169,51.69166630534994
65,162.3750526454977,62.663668018088956
66,178.47087608985242,110.49652062296664
67,193.7152672498979,2.957064366992704
68,194.6904204783789,72.81951363416484
69,180.11513165302426,93.67340992157064
70,173.46824391436724,92.9212359102219
71,165.48696283834326,102.78002568815081
72,209.00825447486204,79.66400002994725
73,159.4120986907848,45.11390431474308
74,182.04209810949132,92.00341099833602
75,179.53021208338595,65.85930319093303
76,175.89533345897428,77.02790243213624
77,185.4038653411679,107.92409686734607
78,142.32391272774382,69.5068737866465
79,181.74710263452403,81.55266968059513
