,height,weight
0,181.5262504916818,30.259871630478212
1,183.39922868903494,79.76583987630741
2,151.29288997216597,59.53395734395475
3,172.79236494502217,32.341361797886286
4,166.67771585255727,62.33954686793392
5,184.06170809692824,44.64323990041751
6,193.18176019739064,83.44366362633603
7,176.47779142450182,44.47786356633107
8,180.149565576887,58.75556953553595
9,195.81728370769258,9.017815431729076
10,170.49133816141943,101.05209330529993
11,180.7582165299594,106.60568777932944
12,174.7475120424646,77.53673332192051
13,186.12656736689883,51.561180488183176
14,207.34227230310674,41.921624381956725
15,183.3171188876927,67.52676545870257
16,178.8737942347418,123.31988593310102
17,172.96610196096967,77.96373775637795
18,184.50330600994394,93.43002974961895
19,173.25233500191885,87.13679281480341
20,190.8252397236018,73.68401692117395
21,171.08299297974204,42.731471474859624
22,178.2365883938071,29.315014130365388
23,163.67284337535045,97.17276672124895
24,179.90603202412993,93.05202591847804
25,170.57351146001506,105.24283363300616
26,186.04626188091723,161.329447253733
27,189.29281718832723,80.06604882313749
28,174.06161932730402,37.409710740426625
29,148.62225796757994,25.65195628753854
30,177.69501165433255,53.48181508285761
31,130.4220066717906,33.688145636085075
32,183.47631113423034,60.19155062342956
33,160.4486279246737,37.002542607993576
34,190.78905150675953,60.21474327766167
35,185.9664457395818,86.90752119251314
36,141.9466745527972,22.339564239561017
37,167.79491666629818,25.805682976592852
38,208.59189035902193,169.83837807906136
39,174.3870133272812,29.916784967884237
40,167.3077635626406,70.31527069450965
41,165.29485604059013,77.01723703393654
42,202.22512969585756,125.14538881203171
43,171.520615727663,86.66608363071124
44,135.30053921272042,77.31415626496641
45,192.90482568726642,90.77458776805895
46,190.85648340279758,89.88936274050566
47,158.5136932912966,89.29018311563053
48,205.91855115050933,52.54464908377576
49,141.68553334582083,21.86887436392742
50,178.60965470008227,93.42181256469136
51,168.74971858302206,94.95491150950018
52,179.96781222913862,59.3999936069126
53,184.16520033923533,86.59324566751265
54,196.05968575227226,117.80617590273371
55,149.4142965876341,48.025951593034364
56,186.9372162011528,81.08708406007803
57,168.8641891050952,47.9994508969597
58,174.34156783509826,71.37102513957916
59,161.70529165680426,91.06648341408858
60,159.68524488538208,90.255383016721
61,169.99684198464627,74.58236622770458
62,145.9036643933228,78.16325429822929
63,179.08977364789527,102.60467344143449
64,180.36427616530642,68.74945625679928
65,186.18917157743732,97.32422730655782
66,169.22641285767673,42.97376763330483
67,188.85749841959134,107.39939394542975
68,161.4663746507503,38.86227092075909
69,164.45952711942977,104.18350055099768
70,168.504939999974,41.98147299919116
71,158.48291934905126,36.71637698387544
72,182.377467301731,43.72993825272925
73,153.62659434372927,65.89901567753888
74,179.11560372439416,78.61704224197169
75,181.1597057942468,65.51922535761169
76,204.38870455902108,146.74332775329856
77,170.75748389271203,93.90811878970152
78,168.1947810655968,56.7972311977288
79,155.97683057253735,110.46168056256876
