,height,weight
0,173.79158632906484,48.15842587286472
1,172.1103849140847,78.78794168018365
2,147.2952534454583,19.404292281644423
3,181.0437913825839,104.80633270074831
4,177.6913229726005,83.9356098688819
5,169.72968709555226,57.54555493454692
6,175.35926639034565,51.24618092938981
7,167.5868338033113,75.4631630934016
8,166.6531677463155,82.38800790125516
9,196.38125804945116,58.65305657864547
10,188.5846360518895,105.4764093083339
11,200.5627770343504,88.46275117048526
12,186.78315221829052,102.08549682429724
13,173.82576342791737,33.389424131998965
14,197.8617994896966,82.0163275005385
15,185.02168479593675,84.5992129534591
16,182.61663239730095,16.30191488931835
17,188.39534096855192,78.26569247224579
18,180.8421721306265,68.63853271075978
19,157.1660426990359,63.489137640409474
20,155.26045907171454,80.76133819446008
21,179.09502892403583,67.77958346256082
22,167.85163026246448,61.86051748435834
23,173.04365913489028,95.3818713651496
24,182.89291540186176,60.24305470079107
25,183.24613560203557,73.92712117343183
26,176.99678047149808,62.65328984445645
27,191.2648125588752,148.13900731554835
28,168.90328912964753,75.42764576765006
29,167.36376240001647,74.83803640380626
30,152.31574451199648,77.14991225324336
31,178.02790096301408,93.32781769846576
32,187.93496865690733,55.42789273409903
33,163.56303166952176,36.12338195486976
34,177.47437211657763,95.94934074427704
35,160.72542276040645,69.22673814460674
36,181.18883306562483,83.861719348533
38,180.99039282059115,77.65697124834414
39,171.48588191500184,89.57074929670677
40,179.7736375596823,18.105579676732507
43,158.98922726458824,80.13466050404799
44,160.45002553768097,75.27650492053044
45,172.5746629737652,57.94944467668549
46,183.09868137225007,59.8269053736954
47,154.1060588725191,58.01999267950448
48,149.3531814145019,24.21534412834694
49,162.29528590594427,44.06273557087576
50,195.0437582863528,131.6937843411598
51,183.83954361625396,111.14390317085528
52,140.91660929258902,49.57027683448635
53,177.95871675073585,65.16069379389617
54,169.89231007139375,81.72996998780552
55,180.65350499978987,45.89885255422822
56,180.7137882639549,102.00512328331486
57,177.29287329188716,52.64620221317991
58,174.85791548824275,55.04874136572352
59,208.87637836450384,96.50439452504637
60,146.4536369575864,53.42384187063744
61,188.30817247495216,110.9380801737764
62,175.6821630160821,95.3441845566388
63,186.0599570399488,71.40261390651986
64,167.19186978191735,74.9801955498836
65,182.43113938046204,76.20225943593078
66,185.60432195270675,37.39405959494762
67,171.7794567978499,69.85450958251243
68,161.60230447710308,52.75980885132177
69,174.7646289785101,45.0297374336355
70,176.10996725658902,85.30941929789249
71,189.22328510926332,64.10309430865759
72,192.7534362103804,83.92068801461598
73,158.5350447541012,30.239785049229585
74,200.16778732230364,70.91105419103074
75,166.54167907475355,78.20350852581078
76,199.3626962635317,93.70960799342288
77,170.1177325235885,118.86334787846604
78,183.46950089417044,84.2416611480381
79,154.02494977518484,63.33650959461077
